,Unnamed: 0,films,status,tagline,pg_val,original_language,production_companies,spoken_languages
20258,20258,CobraGator,Released,CobraGator,False,en,New Horizons Picture,English
20259,20259,Who Killed Nelson Nutmeg?,Released,Who Killed Nelson Nutmeg?,F,en,,English
20260,20260,Dacait,Released,Dacait,False,hi,,Hindi
20261,20261,Bandit Ranger,Released,IT'S A BAD DAY FOR BAD MEN!,False,en,RKO Radio Pictures,English
20262,20262,Fast,Released,Fast,F,en,,
20263,20263,Megalopolis,Released,Megalopolis,F,pt,"Terra Filmes, MEC - Ministério da Educação e Cultura, Instituto Nacional de Cinema (INC), DFE - Departamento do Filme Educativo",Portuguese
20264,20264,xx,Released,xx,F,ja,Tokyo University of the Arts,No Language
20265,20265,Kotigobba 2,Released,Kotigobba 2,F,kn,Rockline Entertainments,"Kannada, Tamil"
20266,20266,LaMB,Released,LaMB,False,hu,,Japanese
20267,20267,Midnight Confessions,Released,It's twelve o'clock... and time to die.,F,en,,English
20268,20268,Zindagi Kitni Haseen Hay,Released,Zindagi Kitni Haseen Hay,False,ur,Kingfisher Films,Urdu
20269,20269,Mannar Vagaiyara,Released,Mannar Vagaiyara,False,ta,Arasu Films,Tamil
20270,20270,Stormswept,Released,Stormswept,F,en,,
20271,20271,Chakravyuha,Released,Chakravyuha,False,kn,Sunshine Creations,Kannada
20272,20272,Pond Life,Released,Pond Life,False,en,Open Palm Films,English
20273,20273,Haqeeqat,Released,Haqeeqat,F,hi,,Hindi
20274,20274,Baby Fever,Released,Baby Fever,False,en,,English
20275,20275,Mareld,Released,Mareld,False,sv,"Tribespider Film, Light in a Room",Swedish
20276,20276,Seetharama Kalyana,Released,Seetharama Kalyana,False,kn,,Kannada
20277,20277,Superman: Requiem,Released,Superman: Requiem,F,en,,
20278,20278,Bangara s/o Bangarada Manushya,Released,Bangara s/o Bangarada Manushya,F,kn,,
20279,20279,Don't Go Too Far,Released,Don't Go Too Far,F,ko,,Korean
20280,20280,Crystal,Released,Crystal,F,en,,English
20281,20281,Playa prohibida,Released,Playa prohibida,F,es,"Diana Films, S.A., Unión Films",Spanish
20282,20282,The Punished,Released,The Punished,False,en,,
20283,20283,The Last Soviet Movie,Released,The Last Soviet Movie,False,en,Visio,Russian
20284,20284,American Cherry,Released,Love isn't about being nice. It's about doing the right thing.,F,en,,English
20285,20285,Unfinished,Released,Unfinished,F,ko,D.seeD,Korean
20286,20286,Repeater,Released,Find. Kill. Repeat.,F,en,,English
20287,20287,The Amazing Praybeyt Benjamin,Released,The Amazing Praybeyt Benjamin,False,en,"Star Cinema – ABS-CBN Film Productions, Viva Films",Tagalog
20288,20288,Durgeshgorer Guptodhon,Released,Durgeshgorer Guptodhon,False,bn,SVF Entertainment,Bengali
20289,20289,Abdullah,Released,Abdullah,F,en,,"Arabic, English"
20290,20290,Saathi,Released,Saathi,F,hi,,Hindi
20291,20291,Identity Theft,Released,Identity Theft,F,en,Three Degrees Off Center Productions,English
20292,20292,Gaddalakonda Ganesh,Released,Gaddalakonda Ganesh,F,te,14 Reels Entertainment,Telugu
20293,20293,Complete Strangers,Released,You're my dream boy,False,en,,English
20294,20294,Catch Your Dreams,Released,Catch Your Dreams,F,de,Tantra-Film-Productions,
20295,20295,REVOLVER,Released,REVOLVER,F,es,Alvin Films,Spanish
20296,20296,Double Threat,Released,"In Hollywood, Love Is Murder.",F,en,"Action International Pictures, Sovereign Investments, One For The Money Productions",English
20297,20297,Natasaarvabhowma,Released,Natasaarvabhowma,F,kn,Rockline Entertainments,Kannada
20298,20298,Mercy's Girl,Released,Mercy's Girl,False,en,,
20299,20299,Gutterbug,Released,DON'T BUG OUT!,F,en,,English
20300,20300,RoboWoman,Released,RoboWoman,F,en,SoCal Cinema Studios,English
20301,20301,2001: Do Hazaar Ek,Released,2001: Do Hazaar Ek,False,hi,Om Films,"Hindi, Russian"
20302,20302,Jai Simha,Released,Jai Simha,F,te,CK Entertainments,Telugu
20303,20303,The Last Days of Billy the Kid,Released,The Old West's Most Iconic Outlaw,F,en,,English
20304,20304,Boss 2,Released,Back to Rule Again,False,bn,"Jaaz Multimedia, Jeetz Filmworks",Bengali
20305,20305,Quad X: The Porn Movie Massacre,Released,The world's first mockumentary-slasher-comedy about adult film stars.,False,en,,English
20306,20306,Humbug,Released,Humbug,F,en,"SiniSisters Productions, Glorious Interent",English
20307,20307,Cassidy Red,Released,Hell hath no fury...,False,en,"Cassidy Red, Scorpion Stomper Productions",English
20308,20308,Tomorrow is Another Day,Released,Tomorrow is Another Day,F,cn,Golden Scene,Cantonese
20309,20309,Mahabharat,Released,Mahabharat,F,hi,"Bubble Creations Digital Studios, Pen Studios, PVR Pictures",Hindi
20310,20310,Geet,Released,Song,False,hi,,Hindi
20311,20311,Aristotle and Dante Discover the Secrets of the Universe,Released,Aristotle and Dante Discover the Secrets of the Universe,False,en,"3Pas Studios, Big Swing Productions, Limelight","Spanish, English"
20312,20312,Kayak to Klemtu,Released,Kayak to Klemtu,False,en,"Scythia Films, Téléfilm Canada, Stellar Citizens",English
20313,20313,Thrill Ride,Released,Get ready for the ride of your life!,F,en,"Black Apple Media, Mason's Movies",English
20314,20314,The Adventures of Paula Peril,Released,She gets the story... no matter the danger!,False,en,Exit Left Design,English
20315,20315,Out of the Wild,Released,It's said that when the body is beaten... it's the spirit that keeps the soul alive,F,en,,English
20316,20316,Emmanuelle Through Time: Rod Steele 0014 & Naked Agent 0069,Released,Emmanuelle Through Time: Rod Steele 0014 & Naked Agent 0069,F,en,,English
20317,20317,The Miranda Murders: Lost Tapes of Leonard Lake and Charles Ng,Released,The Miranda Murders: Lost Tapes of Leonard Lake and Charles Ng,False,en,"Shockfest Horror Factory, Sepulture Productions, Claveria Caliber Cinema",English
20318,20318,Bodysnatch,Released,Bodysnatch,F,en,"Picket Fence Entertainment, Anti-Villain Media, Pentatonic Productions",English
20319,20319,The Krays: Dead Man Walking,Released,The Krays: Dead Man Walking,F,en,Hereford Films,English
20320,20320,Colonials,Released,Fear the future.,False,en,,English
20321,20321,Mackintosh and T.J.,Released,They were loners. A tough old bronc buster in a beat-up truck and a kid going nowhere... fast!,F,en,Penland Productions,
20322,20322,Deadly Crush,Released,True love never dies,F,en,You Never Know Productions,English
20323,20323,Jallaad,Released,Jallaad,False,hi,Aabha films,Hindi
20324,20324,Juan el desalmado,Released,Juan el desalmado,False,es,,
20325,20325,Am I Next,Released,Am I Next,F,hi,,Hindi
20326,20326,Stay Awake,Released,Stay Awake,F,ar,,Arabic
20327,20327,hUSh,Released,Speak Your Silence and Make Them Listen!,False,id,"Rumah Karya Sjuman, Chapter Free",Indonesian
20328,20328,TAG,Released,THIS HERO ONE DAY WAS ZERO,False,ar,Tamer Hosny Movie Production,Arabic
20329,20329,Chingari,Released,Chingari,False,kn,Samarth Ventures,Kannada
20330,20330,The daughter,Released,The daughter,F,es,20/20 FILMS,Spanish
20331,20331,At Your Own Risk,Released,Who do you trust?,F,de,"Mirror Tree Productions, Mighty Pharaoh Films",English
20332,20332,Gone Tomorrow,Released,No loose ends in a circle,F,en,Syndicate Seven Films,English
20333,20333,Trouble for Two,Released,Trouble for Two,F,en,Metro-Goldwyn-Mayer,English
20334,20334,The Naughty Room,Released,The Naughty Room,False,en,,English
20335,20335,Fear No More,Released,Fear No More,False,en,Scaramouche Productions Inc. (I),English
20336,20336,Gutter King,Released,Gutter King,F,en,UFO Technologies,English
20337,20337,Act of Piracy,Released,There is no place to escape his revenge... especially at sea,False,en,Toron Screen Corporation,English
20338,20338,Hot Ticket,Released,"She Stripped for a Living, Now She Must Strip to Live.",F,en,"Calibre Films, Califilm",English
20339,20339,Very Mean Men,Released,Very Mean Men,F,en,"Miracle Entertainment, Baio / White Productions",English
20340,20340,Shortcut Romeo,Released,Shortcut Romeo,False,hi,Susi Ganesh Productions,Hindi
20341,20341,Vidhaata,Released,Vidhaata,F,hi,Trimurti Films Pvt. Ltd.,Hindi
20342,20342,Nattamai,Released,Nattamai,F,ta,Super Good Films,Tamil
20343,20343,Naam,Released,Naam,F,hi,,Hindi
20344,20344,Gang Leader,Released,Gang Leader,False,te,,Telugu
20345,20345,The Nurse's Secret,Released,The Family Called it ACCIDENT! The Coronor Called it SUICIDE!! The Police called it MURDER!!!,F,en,Warner Bros. Pictures,English
20346,20346,Deadly Illusion,Released,If the killer isn't really a killer... And the victim isn't really a victim... Why do people keep turning up dead?,F,en,"Pound Ridge Films, CineTel Films",English
20347,20347,Mercenary Fighters,Released,War is hell. Especially if you fight on both sides.,F,en,"Cannon Group, Golan-Globus Productions",English
20348,20348,I predatori delle Antille,Released,I predatori delle Antille,False,it,IDRA MUSIC Srl,Italian
20349,20349,Into The Woods,Released,Into The Woods,False,en,,English
20350,20350,The Winds of Autumn,Released,An Eye for an Eye and a Tooth for a Tooth,False,en,,English
20351,20351,Toby McTeague,Released,He Just Has To Win!,F,en,,English
20352,20352,When The Bough Breaks,Released,When The Bough Breaks,F,en,,
20353,20353,Mandrake the Magician,Released,BLACK MAGIC Conjures Up A Holocaust Of Thrills!,False,en,Columbia Pictures,English
20354,20354,No Trace,Released,No Trace,False,en,Tempean Films,English
20355,20355,Wild Riders,Released,They took a trip on an escape machine without brakes... and ended up on the road to hell!,F,en,"Tudor, Crown International Pictures",English
20356,20356,Bindaas,Released,Bindaas,False,te,AK Entertainments,Telugu
20357,20357,Picture Brides,Released,Picture Brides,False,en,M.H. Hoffman Inc.,English
20358,20358,Circumstances,Released,Circumstances,False,en,,Russian
20359,20359,Accelerator,Released,Accelerator,F,en,,English
20360,20360,Justine: In the Heat of Passion,Released,Justine: In the Heat of Passion,F,en,"Biouw Beleggingen B.V., Oranton Ltd., Concorde-New Horizons, ASP S.A.",English
20361,20361,The Rocket Man,Released,Out-of-this-world laughter and down-to-earth charm when the face from space turns out to be...the kid next door!,False,en,,English
20362,20362,Seuls,Released,Seuls,False,en,,
20363,20363,Bin Bulaye Baraati,Released,Bin Bulaye Baraati,False,en,,Hindi
20364,20364,Nudes on Tiger Reef,Released,The Swingingest Island in the Caribbean,False,en,Barry Mahon Productions,English
20365,20365,Terminal Exposure,Released,Some of the pictures these guys take could get them arrested. One picture could get them killed.,False,en,Omega Entertainment,English
20366,20366,Lovely But Deadly,Released,Who Runs Your School?,F,en,Elmtree Productions,English
20367,20367,The Don,Released,The Don,F,ml,Malavika Productions,Malayalam
20368,20368,Ezhumalai,Released,Ezhumalai,False,ta,,Tamil
20369,20369,Dangerous Years,Released,Problems of the Modern Teenager,False,en,Sol M. Wurtzel Productions,English
20370,20370,Naked Angels,Released,Naked Angels,F,en,,
20371,20371,Song of Scheherazade,Released,The THRILLING Music of RIMSKY-KORSAKOV,False,en,"Universal International Pictures, Universal Pictures",English
20372,20372,Criminal Lawyer,Released,Criminal Lawyer,F,en,RKO Radio Pictures,English
20373,20373,Smokey Bites the Dust,Released,"JIMMY MCNICHOL - he's wild, he's nervy, he's a one man demolition derby!",F,en,"New World Pictures, Brent Walker Film Productions",English
20374,20374,Going Off Big Time,Released,Yesterday they were just shouting their mouths off ...,F,en,Enterprise Films,"Polish, English"
20375,20375,Hell to Pay,Released,A Classic Western. Reborn.,F,en,HTP Productions,English
20376,20376,Anth,Released,Anth,F,hi,,"Hindi, Russian"
20377,20377,Last Flight Out,Released,Last Flight Out,F,en,World Wide Pictures,English
20378,20378,Rise and Fall of Idi Amin,Released,The rage of a maniac... the rape of a people!,False,en,"Intermedia Productions, Film Corporation of Kenya",English
20379,20379,The Helix... Loaded,Released,The Helix... Loaded,F,en,,English
20380,20380,Who Needs Enemies,Released,Who Needs Enemies,F,en,,English
20381,20381,Checkered Flag Or Crash,Released,You Gotta Be TOUGH To Win... And CRAZY To Try!,False,en,Universal Pictures,English
20382,20382,Naked Gun,Released,GRIM JUSTICE OF THE NAKED GUN,False,en,"Ron Ormond Enterprises, Associated Film Releasing Corporation (AFRC)",English
20383,20383,Crack House,Released,Getting in is easy... Getting out is pure hell.,F,en,"Silverman Entertainment, Cannon Group",English
20384,20384,The Stream,Released,The Stream,False,en,Dreaming Tree Films,English
20385,20385,Veergati,Released,Veergati,F,hi,,Hindi
20386,20386,RESET,Released,RESET,False,it,,Italian
20387,20387,Krai Thong,Released,Krai Thong,F,th,Baa-Ram-Ewe,Thai
20388,20388,Please Don't Eat the Babies,Released,Dangerous Men. Desperate Women. Deadly Treasure.,False,en,Mars Production Corporation,English
20389,20389,Sleep With Me,Released,Sleep With Me,F,en,"Clerkenwell Films, ITV",
20390,20390,The Protectors,Released,The Protectors,False,zh,Shaw Brothers,Mandarin
20391,20391,Runners,Released,The search for freedom becomes the deadliest trap.,F,en,"Hanstoll, Goldcrest",English
20392,20392,Below the Belt,Released,Below the Belt,F,en,,English
20393,20393,Death Chase,Released,A desperate man. A deadly game. And only 48 hours until the hunter becomes the hunted.,F,en,Action International Pictures,
20394,20394,Fake-Out,Released,She Trusted the Gangster More Than He Trusted Her!,F,en,Par-Par Productions,English
20395,20395,El rey de oros,Released,El rey de oros,False,en,,Spanish
20396,20396,Blister,Released,"""To save this planet!""",False,ja,,Japanese
20397,20397,Mera Gaon Mera Desh,Released,Mera Gaon Mera Desh,False,hi,,Hindi
20398,20398,Lookin' Italian,Released,There can be no peace without honor and family.,False,en,,"English, Italian"
20399,20399,Dead in 5 Heartbeats,Released,Dead in 5 Heartbeats,F,en,Sharpfinger Films,English
20400,20400,South Beach,Released,The world's deadliest strip of sand.,False,en,,English
20401,20401,Where the Road Meets the Sun,Released,Where the Road Meets the Sun,F,en,,English
20402,20402,Deliver Us From Evil,Released,Our streets... nightmares! Our neighborhoods... execution chambers! Look what we're doing to ourselves!,F,en,,
20403,20403,Facing the Enemy,Released,He made one mistake... He slept with the killer's wife,F,en,World International Network (WIN),English
20404,20404,Cowboys & Indians,Released,Cowboys & Indians,F,en,,English
20405,20405,Jai Hind,Released,Jai Hind,False,ta,Mishri Productions,Tamil
20406,20406,Addiction: A 60's Love Story,Released,Husband. Father. Junkie. Pornographer.,False,en,,English
20407,20407,AfterShock,Released,AfterShock,T,en,Mustang Studios,English
20408,20408,Jeena Marna Tere Sang,Released,Jeena Marna Tere Sang,F,en,,Hindi
20409,20409,Red Skies of Montana,Released,"The ""Smoke Jumpers"" hit the screen in Red Skies of Montana",False,en,20th Century Fox,English
20410,20410,Narasimha,Released,Narasimha,False,ta,,Tamil
20411,20411,Trackdown,Released,What if it was your sister?,False,en,"United Artists, Essaness Pictures",English
20412,20412,Double or Nothing,Released,Everything We've Done Before We're Doing Double NOW and Twice as Good as Waikiki Wedding,False,en,Paramount,English
20413,20413,BROKEN,Released,A Broken Society... A Broken System... A Broken Mind... He is Coming... For Everyone,F,en,,English
20414,20414,Rescue,Released,Ride with real heroes on the mission of a lifetime,F,en,IMAX,English
20415,20415,Jungle Girl,Released,The Screen Hails a New Serial Queen.....Mistress of an Empire of Savage and Beast!,False,en,Republic Pictures,English
20416,20416,High Times Potluck,Released,High Times Potluck,False,en,,English
20417,20417,A Wife Alone,Released,A Wife Alone,F,en,"A Wife Alone, Autonomous Pictures",English
