,Name,ID,Gender,Age,Genres,Popularity,Followers
206,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,female,24,"['dance pop', 'pop']",86,27692820
207,Billy Ray Cyrus,60rpJ9SgigSd16DOAG7GSa,male,58,['country rock'],60,240284
208,Maiara & Maraisa,59jlthNnbmim5l9tmNA7se,mixed,0,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",73,13539042
209,Lizzo,56oDRnqbIiwx4mymNEv7dS,female,32,"['escape room', 'minnesota hip hop', 'pop', 'trap queen']",71,5690051
210,Tory Lanez,2jku7tDXc6XoB6MO2hFuqg,male,28,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop rap', 'r&b', 'rap', 'trap']",80,6240538
211,BLACKPINK,41MozSoPIsD1dJM0CLPjZF,mixed,3,"['k-pop', 'k-pop girl group', 'pop']",81,47550269
212,Willy William,4RSyJzf7ef6Iu2rnLdabNq,male,39,['pop dance'],62,234953
213,Liam Payne,5pUo3fmmHT8bhCyHE52hA6,male,26,['pop'],63,10322898
214,Tiësto,2o5jDhtHVPhrJdv3cEQ99Z,male,51,"['big room', 'brostep', 'dutch edm', 'edm', 'house', 'pop dance', 'slap house', 'trance']",81,7225110
215,Goodboys,2nm38smINjms1LtczR0Cei,mixed,0,"['pop dance', 'uk dance']",66,54623
216,MEDUZA,0xRXCcSX89eobfrshSVdyu,male,0,"['edm', 'pop dance', 'pop house', 'uk dance']",74,698745
217,Flo Rida,0jnsk9HBra6NMjO2oANoPY,male,40,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",76,8907401
218,CNCO,0eecdvMrqBftK0M1VKhaF4,mixed,4,"['boy band', 'latin pop', 'reggaeton', 'urbano latino']",65,9906625
219,Ufo361,5pVRwX5ZQR7hfJ18w8ZYkl,male,32,"['german cloud rap', 'german hip hop']",68,1931027
220,Rafa Pabön,11YLRSsZA3YVuQQtHXKTlz,male,0,"['reggaeton', 'reggaeton flow', 'urbano latino']",64,320903
221,Juan Magán,1ackd5XprZEkH3McKbQD51,male,41,"['electro latino', 'spanish pop']",65,1766995
222,Galantis,4sTQVOfp9vEMCemLw50sbu,mixed,8,"['dance pop', 'edm', 'pop', 'pop dance']",67,3391933
223,Lil Mosey,5zctI4wO9XSKS8XwcnqEHk,male,18,"['melodic rap', 'rap conscient']",66,5318464
224,Childish Gambino,73sIBHcqh3Z3NyqHKZ7FOL,male,36,"['atl hip hop', 'hip hop', 'rap']",77,11901363
225,Mike Posner,2KsP6tYLJlTBvSUxnwlVWa,male,32,"['dance pop', 'pop', 'pop dance', 'pop rap']",67,1380561
226,Dean Lewis,3QSQFmccmX81fWCUSPTS7y,male,32,"['australian pop', 'pop']",74,2878058
227,Maren Morris,6WY7D3jk8zTrHtmkqqo5GI,female,30,"['classic texas country', 'contemporary country']",68,780042
228,Rudimental,4WN5naL3ofxrVBgFpguzKo,mixed,10,"['pop dance', 'uk dance', 'uk funky']",65,1377905
229,Prince Royce,3MHaV05u0io8fQbZ2XPtlC,male,31,"['bachata', 'latin hip hop', 'latin pop', 'urbano latino']",73,8008655
230,Dan + Shay,7z5WFjZAIYejWy0NI5lv4T,mixed,7,"['contemporary country', 'country', 'country road']",70,3105504
231,Morat,5C4PDR4LnhZTbVnKWXuDKD,mixed,5,"['colombian pop', 'latin viral pop']",80,10225464
232,Cazzu,6w3SkAHYPsQ1bxV7VDlG5y,,26,"['argentine hip hop', 'rap latina', 'reggaeton', 'trap argentino', 'trap latino', 'urbano latino']",71,6679543
233,KHEA,4m6ubhNsdwF4psNf3R8kwR,male,20,"['argentine hip hop', 'trap argentino', 'trap latino', 'trap triste', 'urbano latino']",72,5363279
234,Apache 207,1qQLhymHXFPtP5U8KNKsm6,male,22,['german hip hop'],70,2668790
235,Michael Bublé,1GxkXlMwML1oSg5eLPiAz3,male,44,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']",84,6094416
236,Desiigner,7pFeBzX627ff0VnN6bxPR4,male,23,"['pop rap', 'rap', 'southern hip hop', 'trap', 'viral trap']",59,3548691
237,Arizona Zervas,0vRvGUQVUjytro0xpb26bs,male,25,"['indie pop rap', 'pop rap', 'rhode island rap']",62,737773
238,George Ezra,2ysnwxxNtSgbb9t1m2Ur4j,male,27,"['folk-pop', 'neo-singer-songwriter']",71,4152970
239,blackbear,2cFrymmkijnjDg9SS92EPM,male,29,['pop'],73,4913438
240,Alok,0NGAZxHanS9e0iNHpR8f2W,male,28,"['electro house', 'pop nacional', 'slap house']",77,12117984
241,Lorde,163tK9Wjr9P9DmM0AVK7lm,female,23,"['art pop', 'metropopolis', 'nz pop', 'pop']",74,10027736
242,PARTYNEXTDOOR,2HPaUgqeutzr3jx5a9WyDV,male,27,"['r&b', 'rap', 'urban contemporary']",77,5989685
243,Christian Nodal,0XwVARXT135rw8lyw1EeWP,male,21,"['mariachi', 'musica mexicana', 'ranchera']",78,14204521
244,Nio Garcia,5hdhHgpxyniooUiQVaPxQ0,male,0,"['reggaeton', 'trap latino', 'urbano latino']",68,5322846
245,SNOW WIFE,7CV3dQkhJB2dEqb85ICD33,male,51,[],57,87589
246,Iggy Azalea,5yG7ZAZafVaAlMTeBybKAL,female,30,"['australian hip hop', 'dance pop', 'pop']",65,6547101
247,Jhayco,6nVcHLIgY5pE2YCl8ubca1,male,0,"['reggaeton', 'trap latino', 'urbano latino']",81,7129334
248,Skrillex,5he5w2lnU9x7JFhnwcekXX,male,32,"['brostep', 'complextro', 'edm', 'electro', 'pop dance']",74,8123059
249,Mabel,1MIVXf74SZHmTIp4V4paH4,female,24,"['pop', 'uk pop']",64,1930317
250,Axwell /\ Ingrosso,2XnBwblw31dfGnspMIwgWz,mixed,6,"['edm', 'pop dance']",63,2478660
251,OMI,5MouCg6ta7zAxsfMEbc1uh,male,33,['reggae fusion'],61,619503
252,Niall Horan,1Hsdzj7Dlq2I7tHP7501T4,male,26,['pop'],74,9905314
253,Niska,7CUFPNi1TU8RowpnFRSsZV,male,26,"['french hip hop', 'pop urbaine', 'r&b francais']",69,5284268
254,Jax Jones,4Q6nIcaBED8qUel8bBx6Cr,male,33,"['dance pop', 'edm', 'house', 'pop dance', 'uk dance', 'uk pop']",70,1155788
255,Nacho,2ayNSoKPCRAfjp6hQ76hRu,male,36,"['latin pop', 'pop venezolano', 'reggaeton', 'trap latino', 'urbano latino']",61,5456610
256,Casper Magico,1fux65HMCBvfJHqlBc4Nno,male,0,"['reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']",66,2460489
257,Rich The Kid,1pPmIToKXyGdsCF6LmqLmI,male,28,"['atl hip hop', 'melodic rap', 'plugg', 'rap', 'trap']",65,3202410
258,Dynoro,3v6Ji4uoWtKRkhuDUaxi9n,male,0,['edm'],63,264477
259,Gzuz,5eioJDe26lOqkAMbuhzZYs,male,32,"['deep german hip hop', 'german hip hop', 'hamburg hip hop']",68,1379094
260,De La Ghetto,3EiLUeyEcA6fbRPSHkG5kb,male,35,"['reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']",75,7320570
261,Duki,1bAftSH8umNcGZ0uyV7LMg,male,24,"['argentine hip hop', 'trap argentino', 'trap latino', 'trap triste', 'urbano latino']",81,9940963
262,Frenna,6m1LYS5NQonxjOcQFPQOb5,male,28,"['dutch hip hop', 'dutch rap pop']",62,542447
263,DNCE,6T5tfhQCknKG4UnH90qGnz,mixed,5,"['dance pop', 'pop']",65,4611016
264,Stormzy,2SrSdSvpminqmStGELCSNd,male,27,"['grime', 'uk hip hop']",69,2882388
265,Capo Plaza,5SulO4l40qDuV9zUGLZx7n,male,22,"['italian hip hop', 'italian pop', 'trap italiana']",70,3692568
266,Summer Cem,3drqpTL4sQOckmAfF9i1wg,male,37,['german hip hop'],63,1105279
267,Kehlani,0cGUm45nv7Z6M6qdXYQGTX,female,25,"['pop', 'r&b', 'rap']",71,7394677
268,Lil Kleine,3AlRiyjMywTVNzTcHbf9QT,male,25,"['dutch hip hop', 'dutch rap pop']",61,1102551
269,Gente De Zona,2cy1zPcrFcXAJTP0APWewL,mixed,20,"['cubaton', 'electro latino', 'latin hip hop', 'latin pop', 'reparto']",66,1572150
270,SAINt JHN,0H39MdGGX6dbnnQPt6NQkZ,male,0,"['melodic rap', 'slap house']",66,1016560
271,Gigi D'Agostino,1OAjDaKgg00KCUYqDe68un,male,52,"['eurodance', 'italo dance']",66,814520
272,Charli XCX,25uiPmTg16RbhZWAqwLBy5,female,27,"['art pop', 'candy pop', 'metropopolis', 'pop', 'uk pop']",73,3043941
273,Trevor Daniel,7uaIm6Pw7xplS8Dy06V6pT,male,25,['melodic rap'],63,792377
274,Lil Skies,7d3WFRME3vBY2cgoP38RDo,male,21,['melodic rap'],66,5061749
275,Imanbek,5rGrDvrLOV2VV8SCFVGWlj,male,19,"['electro house', 'pop dance', 'slap house']",69,203694
276,YoungBoy Never Broke Again,7wlFDEWiM5OoIAt8RSli8b,male,20,"['baton rouge rap', 'rap']",81,12193607
277,Black Eyed Peas,1yxSLGMDHlW21z4YXirZDS,mixed,25,"['dance pop', 'pop', 'pop rap']",77,7892622
278,Boef,0Jsk5iYMr5aNjHury7blm1,male,27,['dutch hip hop'],65,1279080
279,YG,0A0FS04o6zMoto8OKPsDwY,male,30,"['cali rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",71,3218470
280,Lalo Ebratt,1GAymyGBvB4gQy5Z5LZ1Wj,male,27,"['colombian hip hop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",61,2073782
281,NAV,7rkW85dBwwrJtlHRDkJDAC,male,30,"['canadian hip hop', 'canadian trap', 'melodic rap', 'rap', 'trap']",72,3430592
282,Carlos Vives,4vhNDa5ycK0ST968ek7kRr,male,59,"['colombian pop', 'latin pop', 'vallenato']",71,6178551
283,Rick Ross,1sBkRIssrMs1AbVkOJbc7a,male,44,"['dirty south rap', 'gangster rap', 'hip hop', 'rap', 'southern hip hop', 'trap']",75,7163487
284,Damso,2UwqpfQtNuhBwviIC0f2ie,male,28,"['belgian hip hop', 'french hip hop', 'pop urbaine', 'r&b francais', 'rap belge', 'rap conscient']",72,4919207
285,Chencho Corleone,37230BxxYs9ksS7OkZw3IU,male,41,"['reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']",78,656896
286,Luciano Pavarotti,0Y8KmFkKOgJybpVobn1onU,male,55,"['canzone napoletana', 'classical tenor', 'italian tenor', 'opera', 'operatic pop']",61,916854
287,MC Kevin o Chris,2UMj7NCbuqy1yUZmiSYGjJ,male,22,"['funk 150 bpm', 'funk carioca', 'funk rj']",74,3177552
288,Jowell & Randy,4IMAo2UQchVFyPH24PAjUs,mixed,0,"['reggaeton', 'urbano latino']",70,4428636
289,Hozier,2FXC3k01G6Gw61bmprjgqS,male,30,"['irish singer-songwriter', 'modern rock', 'pov: indie']",81,6238650
290,Ronnie Flex,5eir5zFJpES4j7gsymbVyl,male,28,"['dutch hip hop', 'dutch rap pop']",64,594575
291,Salmo,3hBQ4zniNdQf1cqqo6hzuW,male,36,"['italian hip hop', 'italian pop', 'italian underground hip hop', 'rap sardegna']",70,2426191
292,JP Cooper,4kYGAK2zu9EAomwj3hXkXy,male,38,['uk pop'],64,888250
293,Juicy J,5gCRApTajqwbnHHPbr2Fpi,male,45,"['crunk', 'memphis hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",71,3171182
294,X Ambassadors,3NPpFNZtSTHheNBaWC82rB,mixed,11,"['modern alternative rock', 'modern rock', 'stomp pop']",69,2972465
295,The Supremes,57bUPid8xztkieZfS7OlEV,male,0,"['classic girl group', 'classic soul', 'disco', 'motown', 'soul']",62,1655935
296,Kris Kross Amsterdam,4LcUpNlXFEleaLlelmkv2R,mixed,0,"['dutch house', 'dutch pop']",61,222076
297,Banda Sinaloense MS de Sergio Lizárraga,6Y6rrQjzcZhaM4RXusI8UP,mixed,17,['banda'],57,482012
298,NF,6fOMl44jA4Sp5b9PpYCkzz,male,29,"['hip hop', 'pop rap']",78,9305671
299,Cosculluela,00me4Ke1LsvMxt5kydlMyU,male,39,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']",71,5855357
300,Lost Frequencies,7f5Zgnp2spUuuzKplmRkt7,male,26,"['belgian edm', 'edm', 'pop dance', 'tropical house']",75,2781280
301,Sandro Cavazza,5JYo7gm2dkyLLlWHjxS7Dy,male,0,['swedish pop'],63,102425
302,Mariah Carey,4iHNK0tOyZPYnBU7nGAgpQ,female,50,"['dance pop', 'pop', 'urban contemporary']",83,9597639
303,Fuse ODG,374sWpAJsbZckf98df2jJJ,male,30,"['afrobeats', 'azonto']",59,139438
304,Luan Santana,3qvcCP2J0fWi0m0uQDUf6r,male,29,"['arrocha', 'sertanejo', 'sertanejo universitario']",75,7585512
305,Playboi Carti,699OTQXzgjhIYAHMy9RyPD,male,23,"['atl hip hop', 'plugg', 'pluggnb', 'rage rap', 'rap']",83,9405793
306,RAYE,5KKpBU5eC2tJDzf0wmlRp2,female,22,"['uk contemporary r&b', 'uk pop']",78,1104548
307,Matoma,4YXycRbyyAE0wozTk7QMEq,male,29,"['pop dance', 'tropical house']",61,741121
308,Ali Gatie,4rTv3Ejc7hKMtmoBOK1B4T,male,23,['canadian hip hop'],66,2107694
309,Ezhel,6LnJKrtFnTEGdbWQ2riWCL,male,0,"['turkish hip hop', 'turkish trap']",70,6073220
310,Nyla,5aRVHPggfK1ejfaVLYb9Xe,female,36,[],4,408
311,Becky Hill,4EPJlUEBy49EX1wuFOvtjK,female,26,"['pop dance', 'pop house', 'uk dance', 'uk pop']",71,720758
312,Ñengo Flow,12vb80Km0Ew53ABfJOepVz,male,38,"['reggaeton', 'trap latino', 'urbano latino']",78,5253403
313,Nimo,3ZuBEj9ppJe8GSdKaMTfMN,male,24,"['german hip hop', 'swedish hip hop']",65,1340886
314,P!nk,1KCSPY1glIKqW2TotWuXOR,female,40,"['dance pop', 'pop']",79,16228050
315,BlocBoy JB,4TEJudQY2pXxVHPE3gD2EU,male,24,"['memphis hip hop', 'rap', 'tennessee hip hop', 'trap']",56,1393083
316,Jeremih,3KV3p5EY4AvKxOlhGHORLg,male,33,"['chicago rap', 'pop rap', 'r&b', 'trap', 'urban contemporary']",71,6610374
317,bbno$,41X1TR6hrK8Q2ZCpp2EqCz,male,25,"['canadian hip hop', 'dark trap', 'meme rap']",69,1304000
318,Luke Combs,718COspgdWOnwOFpJHRZHS,male,30,"['contemporary country', 'country']",81,9721476
319,Y2K,6USMTwO0MNDnKte5a5h0xx,,0,"['pop rap', 'viral rap']",57,297220
320,NLE Choppa,0ErzCpIMyLcjPiwT4elrtZ,male,17,"['memphis hip hop', 'rap']",78,7224519
321,KYLE,4qBgvVog0wzW75IQ48mU7v,male,0,"['deep underground hip hop', 'indie pop rap', 'pop rap']",60,1052183
322,PNL,3NH8t45zOTqzlZgBvZRjvB,mixed,5,"['french hip hop', 'pop urbaine']",72,7967994
323,Disclosure,6nS5roXSAGhTGr34W6n7Et,mixed,10,"['edm', 'house', 'indietronica', 'uk dance']",69,2155136
324,Rag'n'Bone Man,4f9iBmdUOhQWeP7dcAn1pf,male,35,['neo soul'],65,1756143
325,Vance Joy,10exVja0key0uqUkk6LJRT,male,32,"['folk-pop', 'modern rock']",73,2961029
326,Jessie Reyez,3KedxarmBCyFBevnqQHy3P,female,29,"['canadian contemporary r&b', 'canadian pop']",67,1381504
327,Sigala,1IueXOQyABrMOprrzwQJWN,male,26,"['dance pop', 'edm', 'pop dance', 'uk dance', 'uk pop']",67,1586713
328,Regard,4ofCBoyEiGSePFAG500xev,male,0,"['pop dance', 'pop edm', 'slap house', 'uk dance']",65,230981
329,Julión Álvarez y su Norteño Banda,1bfl0AU8SqmLkElptOprhC,male,30,"['banda', 'musica mexicana', 'norteno', 'sad sierreno', 'sierreno']",77,4169093
330,Loud Luxury,6t1gpxYbY8OlLA7D2RiikQ,mixed,0,"['edm', 'pop dance']",67,655875
331,Booba,58wXmynHaAWI5hwlPZP3qL,male,43,"['french hip hop', 'old school rap francais', 'pop urbaine', 'rap conscient']",67,2873066
332,Frank Ocean,2h93pZq0e7k5yf4dywlkpM,male,32,"['lgbtq+ hip hop', 'neo soul']",83,12452953
333,LANY,49tQo2QULno7gxHutgccqF,mixed,6,['la pop'],71,5720636
334,Flume,6nxWCVXbOlEVRexSbLsTer,male,28,"['australian dance', 'australian electropop', 'australian indie', 'downtempo', 'edm', 'indietronica']",68,2423357
335,Polo G,6AgTAQt8XS6jRWi4sX7w49,male,0,"['chicago rap', 'rap']",79,10515354
336,Kesha,6LqNN22kT3074XbTVUrhzX,female,33,"['dance pop', 'pop']",74,7760639
337,Bryant Myers,6w9ToX5slZ4uIdmD17hJ3c,male,22,"['reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']",79,10208395
338,Gemitaiz,4upwdFMlZBmQ68jP9jPzjK,male,31,['italian hip hop'],65,2079515
339,Felipe Araújo,47uyFQHOD02S0lj9ptRpoB,male,25,"['arrocha', 'sertanejo', 'sertanejo universitario']",63,5712726
340,Gustavo Mioto,1X6ORK7IekgmyjV6IFPszP,male,23,"['arrocha', 'sertanejo', 'sertanejo universitario']",72,5700602
341,Fall Out Boy,4UXqAaa6dQYAk18Lv7PEgX,mixed,19,"['emo', 'modern rock', 'pop', 'rock']",77,10453224
342,Noriel,3RtNN1VnooWEn3KQk03DUL,male,26,"['reggaeton', 'trap latino', 'urbano latino']",73,7600671
343,Oasis,2DaxqgrOhkeH0fpeiQq2f4,mixed,29,"['beatlesque', 'britpop', 'madchester', 'permanent wave', 'rock']",74,9474710
344,Zion.T,5HenzRvMtSrgtvU16XAoby,male,38,"['k-pop', 'k-rap', 'korean r&b']",55,591371
345,Bausa,13bDjug9N0pyv3ZUINjkDV,male,31,['german hip hop'],66,1063453
346,Sam Hunt,2kucQ9jQwuD8jWdtR9Ef38,male,35,"['contemporary country', 'country', 'country pop', 'modern country rock']",67,2318062
347,Kid Ink,6KZDXtSj0SzGOV705nNeh3,male,34,"['pop rap', 'rap', 'southern hip hop', 'trap']",64,3033606
348,Lil Tjay,6jGMq4yGs7aQzuGsMgVgZR,male,19,"['brooklyn drill', 'melodic rap', 'nyc rap', 'rap']",77,7602450
349,Descemer Bueno,5luyt0SUvGkDMY4ILP6Qhl,male,49,[],61,50567
350,JAY-Z,3nFkdlSjzX9mRTtwJOzDYB,male,50,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",81,8836851
351,Labrinth,2feDdbD5araYcm6JhFHHw7,male,31,"['indie poptimism', 'pop']",76,3120812
352,Luis Miguel,2nszmSgqreHSdJA3zWPyrW,male,50,"['bolero', 'latin pop']",81,14338231
353,Dan Caplen,2U3FuHYvL3vhkbDAXm24Ep,male,28,"['neo soul', 'uk contemporary r&b']",59,27430
354,Passenger,0gadJ2b9A4SKsB1RFkBb66,male,36,"['folk-pop', 'neo mellow']",70,3290758
355,Brandon Lake,1bdnGJxkbIIys5Jhk1T74v,male,0,"['ccm', 'worship']",67,383902
356,Nekfeu,4LXBc13z5EWsc5N32bLxfH,male,30,"['french hip hop', 'pop urbaine', 'rap conscient']",68,2620449
357,Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,female,25,"['houston rap', 'pop', 'r&b', 'rap', 'trap queen']",75,8269043
358,Digital Farm Animals,5fyDppLDl1juIu1BcUT5zh,male,31,['uk dance'],57,68450
359,Ricky Martin,7slfeZO9LsJbWgpkIoXBUJ,male,48,"['latin pop', 'mexican pop', 'puerto rican pop']",70,7658273
360,Cali Y El Dandee,5DUlefCLzVRzNWaNURTFpK,mixed,11,"['colombian pop', 'electro latino', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",66,4027287
361,Portugal. The Man,4kI8Ie27vjvonwaB2ePh8T,mixed,16,"['indie rock', 'indietronica', 'modern alternative rock', 'modern rock']",65,1422372
362,Louis Tomlinson,57WHJIHrjOE3iAxpihhMnp,male,28,['pop'],65,7083297
363,LUDMILLA,3CDoRporvSjdzTrm99a3gi,female,25,"['funk carioca', 'funk pop', 'funk rj', 'pagode baiano', 'pop nacional']",74,6929968
364,Machine Gun Kelly,6TIYQ3jFPwQSRmorSezPxX,male,30,"['ohio hip hop', 'pop rap']",75,5183472
365,Noah Cyrus,55fhWPvDiMpLnE4ZzNXZyW,female,20,"['alt z', 'pop']",69,1236596
366,Jack Ü,1HxJeLhIuegM3KgvPn8sTa,mixed,7,"['edm', 'electro house', 'pop dance']",57,1088409
367,Chris Jedi,0qTZZWLzuD59Un5r1speHm,male,0,"['reggaeton', 'trap latino', 'urbano latino']",66,2751707
368,Simone Mendes,2eK9gcJQ6uqVvJL63dnOM3,mixed,8,['sertanejo'],76,709377
369,Alec Benjamin,5IH6FPUwQTxPSXurCrcIov,male,26,"['alt z', 'pop', 'pov: indie']",74,4746463
370,beabadoobee,35l9BRT7MXmM8bv2WDQiyB,female,20,"['bedroom pop', 'bubblegrunge', 'indie pop', 'pov: indie']",74,2861486
371,Powfu,6bmlMHgSheBauioMgKv2tn,male,21,"['sad lo-fi', 'sad rap']",67,1237199
372,Miguel,360IAlyVv4PCEVjgyMZrxK,male,50,"['r&b', 'urban contemporary']",77,4903461
373,Starley,02A3cEvlLLCbIMVDrK2GHV,female,0,['aussietronica'],52,208515
374,Dakota Lotus,0yZI0x0uSGZT5yD770PzFX,mixed,0,['social media pop'],11,4435
375,Ryan Riback,33JQK4UoS2aMPYBfdB5Ftt,male,0,['melbourne bounce'],53,14328
376,Marracash,5AZuEF0feCXMkUCwQiQlW7,male,41,"['italian hip hop', 'italian pop', 'rap napoletano']",73,2255553
377,Nego do Borel,1B0Rp4SWGnFgGCPU5Pju6E,male,28,"['funk carioca', 'funk das antigas', 'funk ostentacao', 'funk pop', 'sertanejo universitario']",56,2540230
378,"Tyler, The Creator",4V8LLVI7PbaPR0K2TGSxFF,male,29,"['hip hop', 'rap']",83,13441138
379,James Bay,4EzkuveR9pLvDVFNx6foYD,male,29,"['neo mellow', 'pop', 'uk pop']",68,3995399
380,Martin Jensen,4ehtJnVumNf6xzSCDk8aLB,male,28,"['danish electronic', 'edm', 'pop dance']",61,1382618
381,Loredana,2Im8m4STDBosjfmb5hmP80,female,50,"['frauenrap', 'german hip hop', 'kosovan pop', 'romanian pop']",55,1106729
382,Aya Nakamura,7IlRNXHjoOCgEAWN5qYksg,female,25,"['basshall', 'pop urbaine', 'r&b francais']",67,4355211
383,Kiiara,4u5smJBskI6Adzv08PuiUP,female,25,"['alt z', 'electropop']",56,930038
384,Sofía Reyes,0haZhu4fFKt0Ag94kZDiz2,female,24,"['latin pop', 'latin viral pop', 'mexican pop', 'reggaeton']",66,3141586
385,Ultimo,3hN3iJMbbBmqBSAMx5veDa,male,24,"['italian adult pop', 'italian pop']",65,3341834
386,gnash,3iri9nBFs9e4wN7PLIetAw,male,27,['pop'],61,1597494
387,Sheck Wes,2RDOrhPqAM4jzTRCEb19qX,male,21,"['pop rap', 'rap', 'trap']",62,1538723
388,Olivia O'Brien,1QRj3hoop9Mv5VvHQkwPEp,female,20,"['alt z', 'pop']",63,2032681
389,PnB Rock,21WS9wngs9AqFckK7yYJPM,male,28,"['melodic rap', 'rap', 'trap']",66,4065259
390,Mike Perry,6lB8vOoI4DRrrVxXwuV19c,male,0,"['pop dance', 'swedish tropical house']",61,1532946
391,ROZES,6jsjhAEteAlY0vCiLvMLBA,female,27,"['alt z', 'electropop', 'indie poptimism']",58,123731
392,Skylar Grey,4utLUGcTvOJFr6aqIJtYWV,female,34,"['piano rock', 'viral pop']",66,589022
393,Bizzey,5GIcOzVFTNnzArytjmTkW8,male,35,"['dutch hip hop', 'dutch rap pop']",55,383962
394,Mc Livinho,7me0S5Z40qVWj3gzyK8aC3,male,25,"['funk carioca', 'funk paulista', 'funk rj']",68,7511909
395,The Greatest Showman Ensemble,63nv0hWWDob56Rk8GlNpN8,,0,['movie tunes'],62,311059
396,Lana Del Rey,00FQb4jTyendYWaN8pK0wa,female,35,"['art pop', 'pop']",89,30603103
397,ANAVITÓRIA,1sPg5EHuQXTMElpZ4iUgXe,mixed,7,"['folk brasileiro', 'nova mpb', 'pop lgbtq+ brasileira', 'pop nacional']",67,6888227
398,Bipolar Sunshine,0CjWKoS55T7DOt0HJuwF1H,male,36,['gauze pop'],57,82916
399,Moira Dela Torre,0rZRTXEmmPmx6gt92tBqIc,female,26,['opm'],64,9790008
400,Juanes,0UWZUmn7sybxMCqrw9tGa7,male,47,"['colombian pop', 'latin pop', 'mexican pop', 'rock en espanol']",74,4650712
401,Gillian Welch,2H5elA2mJKrHmqkN9GSfkz,male,28,"['alternative country', 'canadian singer-songwriter', 'folk', 'melancholia', 'nashville singer-songwriter', 'new americana', 'progressive bluegrass', 'singer-songwriter']",47,220293
402,Joji,3MZsBdqDrRTJihTHQrO6Dq,male,27,['viral pop'],78,9175174
403,WATTS,4B3aifxHtpcKHuNi12lmSt,,9,[],39,7812
404,Dennis DJ,7KRzA92PTqF9LAglmlqzJl,male,40,[],11,73
405,Aloe Blacc,0id62QV2SZZfvBn9xpmuCl,male,41,"['pop soul', 'r&b']",62,715798
406,Bruno Martini,5veVxxPm1vzgi6pO2iVA8L,male,28,"['brazilian edm', 'pop nacional']",62,157905
407,Francesco Yates,5X1JzPIIonP3u9lA580pPT,male,24,['canadian pop'],59,38947
408,RINI,2joIhhX3Feq47H4QXVDOr3,,0,"['australian r&b', 'bedroom soul', 'chill r&b']",58,735849
409,Benny The Butcher,5Matrg5du62bXwer29cU5T,mixed,5,"['alternative hip hop', 'boom bap', 'buffalo hip hop', 'hip hop', 'upstate ny rap']",62,369644
410,Dennis Lloyd,3EOEK57CV77D4ovYVcmiyt,male,27,['israeli pop'],63,661620
411,Disciples,5EehXjjMktLuJmbRsM7YfB,mixed,0,"['house', 'pop dance', 'uk dance']",60,240562
412,Zac Efron,6U1dBXJhC8gXFjamvFTmHg,male,32,"['hollywood', 'movie tunes', 'post-teen pop']",65,804328
413,Kane Brown,3oSJ7TBVCWMDMiYjXNiCKE,male,26,"['black americana', 'contemporary country', 'country', 'country road']",70,5259539
414,William Singe,5exS0bytCYdixgv02DaCm3,male,28,['pop r&b'],57,620489
415,Jason Mraz,4phGZZrJZRo4ElhRtViYdl,male,43,"['acoustic pop', 'dance pop', 'neo mellow', 'pop']",70,7319503
416,Zendaya,6sCbFbEjbYepqswM1vWjjs,female,23,"['pop', 'post-teen pop']",67,4418533
417,BloodPop®,1okJ4NC308qbtY9LyHn6DO,male,29,['electropop'],56,28792
418,Murda Beatz,3CbYyyd8wH3RT6t0jwpdzC,male,26,"['canadian hip hop', 'canadian trap']",56,137464
419,Maes,6L34dW6SKMSDaGIfYDU19j,male,0,"['french hip hop', 'pop urbaine', 'rap francais']",67,2673016
420,Ghali,3egWSWp7Y4FyCKIyvXbw7L,male,27,"['italian hip hop', 'italian pop', 'milan indie']",65,3002788
421,MERO,5wyWp867LWGjFmYZXVSFnZ,male,20,['german hip hop'],65,2073191
422,Don Omar,33ScadVnbm2X8kkUqOkC6Z,male,42,"['latin hip hop', 'puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",80,10714513
423,Conrad Sewell,1rw8ZTLnDHd74TWDDukjVi,male,32,['australian pop'],58,111801
424,Jerry Smith,6OpOg5HVCc8xVf7OVrd5Fk,male,0,"['brega funk', 'funk carioca']",54,935494
425,Jack Harlow,2LIk90788K0zvyj2JJVwkJ,mixed,7,"['deep underground hip hop', 'kentucky hip hop', 'pop rap', 'rap']",83,3234628
426,MNEK,7uMh23xWiuR7zsNkuNcm2G,male,25,"['house', 'pop dance', 'uk contemporary r&b', 'uk dance', 'uk pop']",66,283363
